Geography,Question Code,Question Text,Response Category,Response Variable,Gender,Value
Argentina,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,52.00
Argentina,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,54.00
Argentina,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,53.00
Bolivia,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,72.00
Bolivia,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,80.00
Bolivia,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,76.00
Brazil,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,35.00
Brazil,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,40.00
Brazil,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,38.00
Chile,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,59.00
Chile,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,59.00
Chile,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,59.00
Colombia,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,76.00
Colombia,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,82.00
Colombia,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,79.00
Costa Rica,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,65.00
Costa Rica,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,72.00
Costa Rica,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,69.00
Ecuador,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,79.00
Ecuador,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,85.00
Ecuador,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,82.00
El Salvador,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,69.00
El Salvador,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,75.00
El Salvador,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,72.00
Guatemala,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,75.00
Guatemala,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,82.00
Guatemala,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,78.00
Haiti,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,63.00
Haiti,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,71.00
Haiti,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,66.00
Honduras,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,73.00
Honduras,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,85.00
Honduras,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,79.00
Nicaragua,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,71.00
Nicaragua,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,72.00
Nicaragua,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,71.00
Panama,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,66.00
Panama,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,74.00
Panama,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,70.00
Paraguay,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,70.00
Paraguay,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,76.00
Paraguay,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,73.00
Peru,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,74.00
Peru,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,79.00
Peru,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,76.00
Uruguay,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,50.00
Uruguay,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,49.00
Uruguay,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,49.00
Mexico,B.8,Who normally decides about large purchases in your household?,Self,b8,male,14.00
Mexico,B.8,Who normally decides about large purchases in your household?,Self,b8,female,20.00
Mexico,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,17.00
Argentina,B.8,Who normally decides about large purchases in your household?,Self,b8,male,24.00
Argentina,B.8,Who normally decides about large purchases in your household?,Self,b8,female,36.00
Argentina,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,31.00
Bolivia,B.8,Who normally decides about large purchases in your household?,Self,b8,male,19.00
Bolivia,B.8,Who normally decides about large purchases in your household?,Self,b8,female,22.00
Bolivia,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,21.00
Brazil,B.8,Who normally decides about large purchases in your household?,Self,b8,male,27.00
Brazil,B.8,Who normally decides about large purchases in your household?,Self,b8,female,30.00
Brazil,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,28.00
Chile,B.8,Who normally decides about large purchases in your household?,Self,b8,male,20.00
Chile,B.8,Who normally decides about large purchases in your household?,Self,b8,female,38.00
Chile,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,30.00
Colombia,B.8,Who normally decides about large purchases in your household?,Self,b8,male,18.00
Colombia,B.8,Who normally decides about large purchases in your household?,Self,b8,female,25.00
Colombia,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,22.00
Costa Rica,B.8,Who normally decides about large purchases in your household?,Self,b8,male,17.00
Costa Rica,B.8,Who normally decides about large purchases in your household?,Self,b8,female,26.00
Costa Rica,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,22.00
Ecuador,B.8,Who normally decides about large purchases in your household?,Self,b8,male,16.00
Ecuador,B.8,Who normally decides about large purchases in your household?,Self,b8,female,19.00
Ecuador,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,18.00
El Salvador,B.8,Who normally decides about large purchases in your household?,Self,b8,male,16.00
El Salvador,B.8,Who normally decides about large purchases in your household?,Self,b8,female,24.00
El Salvador,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,20.00
Guatemala,B.8,Who normally decides about large purchases in your household?,Self,b8,male,15.00
Guatemala,B.8,Who normally decides about large purchases in your household?,Self,b8,female,19.00
Guatemala,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,17.00
Haiti,B.8,Who normally decides about large purchases in your household?,Self,b8,male,33.00
Haiti,B.8,Who normally decides about large purchases in your household?,Self,b8,female,38.00
Haiti,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,35.00
Honduras,B.8,Who normally decides about large purchases in your household?,Self,b8,male,19.00
Honduras,B.8,Who normally decides about large purchases in your household?,Self,b8,female,27.00
Honduras,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,23.00
Nicaragua,B.8,Who normally decides about large purchases in your household?,Self,b8,male,15.00
Nicaragua,B.8,Who normally decides about large purchases in your household?,Self,b8,female,26.00
Nicaragua,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,21.00
Panama,B.8,Who normally decides about large purchases in your household?,Self,b8,male,24.00
Panama,B.8,Who normally decides about large purchases in your household?,Self,b8,female,30.00
Panama,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,27.00
Paraguay,B.8,Who normally decides about large purchases in your household?,Self,b8,male,24.00
Paraguay,B.8,Who normally decides about large purchases in your household?,Self,b8,female,27.00
Paraguay,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,25.00
Peru,B.8,Who normally decides about large purchases in your household?,Self,b8,male,17.00
Peru,B.8,Who normally decides about large purchases in your household?,Self,b8,female,18.00
Peru,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,17.00
Uruguay,B.8,Who normally decides about large purchases in your household?,Self,b8,male,19.00
Uruguay,B.8,Who normally decides about large purchases in your household?,Self,b8,female,36.00
Uruguay,B.8,Who normally decides about large purchases in your household?,Self,b8,combined,30.00
Mexico,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,14.00
Mexico,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,18.00
Mexico,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,16.00
Argentina,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,25.00
Argentina,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,35.00
Argentina,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,31.00
Bolivia,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,20.00
Bolivia,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,23.00
Bolivia,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,21.00
Brazil,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,29.00
Brazil,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,31.00
Brazil,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,30.00
Chile,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,20.00
Chile,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,36.00
Chile,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,30.00
Colombia,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,17.00
Colombia,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,24.00
Colombia,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,21.00
Costa Rica,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,18.00
Costa Rica,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,26.00
Costa Rica,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,22.00
Ecuador,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,18.00
Ecuador,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,19.00
Ecuador,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,19.00
El Salvador,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,19.00
El Salvador,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,20.00
El Salvador,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,20.00
Guatemala,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,18.00
Guatemala,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,18.00
Guatemala,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,18.00
Haiti,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,37.00
Haiti,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,31.00
Haiti,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,35.00
Honduras,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,22.00
Honduras,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,23.00
Honduras,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,22.00
Nicaragua,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,16.00
Nicaragua,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,24.00
Nicaragua,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,20.00
Panama,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,28.00
Panama,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,30.00
Panama,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,29.00
Paraguay,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,28.00
Paraguay,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,25.00
Paraguay,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,26.00
Peru,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,19.00
Peru,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,18.00
Peru,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,18.00
Uruguay,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,male,19.00
Uruguay,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,female,35.00
Uruguay,B.9,"Who decides about money spending priorities in critical or urgent matters within your household (e.g., medical emergency, family member job loss, etc.)?",Self,b9,combined,30.00
